COUNTY,REGION,GRDSPAN,PAIRCAMP,CAMPUS,DISTRICT,CAMPNAME,DISTNAME,GRDTYPE,CFLALTED,CNTYNAME,CFLCHART,PAIRNAME
021,06,'05 - 06, ,021902045,021902,JANE LONG,BRYAN ISD,M,N,BRAZOS,N, 
021,06,'05 - 06, ,021902046,021902,SAM RAYBURN,BRYAN ISD,M,N,BRAZOS,N, 
021,06,'07 - 08, ,021902047,021902,ARTHUR L DAVILA MIDDLE,BRYAN ISD,M,N,BRAZOS,N, 
021,06,'EE - 04, ,021902101,021902,KEMP-CARVER EL,BRYAN ISD,E,N,BRAZOS,N, 
021,06,'PK - 04, ,021902103,021902,BONHAM EL,BRYAN ISD,E,N,BRAZOS,N, 
021,06,'EE - 04, ,021902105,021902,CROCKETT EL,BRYAN ISD,E,N,BRAZOS,N, 
021,06,'PK - 04, ,021902106,021902,FANNIN EL,BRYAN ISD,E,N,BRAZOS,N, 
021,06,'PK - 04, ,021902107,021902,HENDERSON EL,BRYAN ISD,E,N,BRAZOS,N, 
021,06,'PK - 04, ,021902108,021902,JOHNSON EL,BRYAN ISD,E,N,BRAZOS,N, 
021,06,'PK - 04, ,021902110,021902,SUL ROSS EL,BRYAN ISD,E,N,BRAZOS,N, 
021,06,'PK - 04, ,021902112,021902,SAM HOUSTON EL,BRYAN ISD,E,N,BRAZOS,N, 
021,06,'PK - 04, ,021902113,021902,NAVARRO EL,BRYAN ISD,E,N,BRAZOS,N, 
021,06,'PK - 04, ,021902114,021902,MARY BRANCH EL,BRYAN ISD,E,N,BRAZOS,N, 
021,06,'EE - 04, ,021902115,021902,ANSON JONES EL,BRYAN ISD,E,N,BRAZOS,N, 
021,06,'PK - 04, ,021902117,021902,ALTON BOWEN EL,BRYAN ISD,E,N,BRAZOS,N, 
021,06,'EE - 04, ,021902118,021902,NEAL EL,BRYAN ISD,E,N,BRAZOS,N, 
021,06,'PK - 04, ,021902119,021902,MITCHELL EL,BRYAN ISD,E,N,BRAZOS,N, 
022,18,'PK - 12, ,022004001,022004,BIG BEND H S,TERLINGUA CSD,B,N,BREWSTER,N, 
022,18,'09 - 12, ,022901001,022901,ALPINE H S,ALPINE ISD,S,N,BREWSTER,N, 
022,18,'05 - 08, ,022901041,022901,ALPINE MIDDLE,ALPINE ISD,M,N,BREWSTER,N, 
022,18,'PK - 04, ,022901101,022901,ALPINE EL,ALPINE ISD,E,N,BREWSTER,N, 
022,18,'PK - 12, ,022902001,022902,MARATHON INDEPENDENT SCHOOL DIST,MARATHON ISD,B,N,BREWSTER,N, 
022,18,'02 - 08, ,022903101,022903,SAN VICENTE EL,SAN VICENTE ISD,E,N,BREWSTER,N, 
023,16,'PK - 12, ,023902001,023902,SILVERTON SCHOOL,SILVERTON ISD,B,N,BRISCOE,N, 
024,01,'09 - 12, ,024901001,024901,FALFURRIAS H S,BROOKS COUNTY ISD,S,N,BROOKS,N, 
024,01,'06 - 08, ,024901041,024901,FALFURRIAS J H,BROOKS COUNTY ISD,M,N,BROOKS,N, 
024,01,'03 - 05, ,024901101,024901,FALFURRIAS EL,BROOKS COUNTY ISD,E,N,BROOKS,N, 
024,01,'PK - KG,'024901101,024901103,024901,LASATER EL,BROOKS COUNTY ISD,E,N,BROOKS,N,FALFURRIAS EL
024,01,'01 - 02,'024901000,024901105,024901,FALFURRIAS INNOVATION ACADEMY,BROOKS COUNTY ISD,E,N,BROOKS,N,BROOKS COUNTY ISD
025,15,'09 - 12, ,025901001,025901,BANGS H S,BANGS ISD,S,N,BROWN,N, 
025,15,'06 - 08, ,025901041,025901,BANGS MIDDLE,BANGS ISD,M,N,BROWN,N, 
025,15,'PK - 05, ,025901101,025901,J B STEPHENS EL,BANGS ISD,E,N,BROWN,N, 
025,15,'09 - 12, ,025902001,025902,BROWNWOOD H S,BROWNWOOD ISD,S,N,BROWN,N, 
025,15,'11 - 12, ,025902003,025902,BROWNWOOD ACCELERATED H S,BROWNWOOD ISD,S,N,BROWN,N, 
025,15,'07 - 08, ,025902041,025902,BROWNWOOD MIDDLE,BROWNWOOD ISD,M,N,BROWN,N, 
025,15,'PK - 06, ,025902101,025902,COGGIN EL,BROWNWOOD ISD,E,N,BROWN,N, 
025,15,'EE - 05, ,025902106,025902,NORTHWEST EL,BROWNWOOD ISD,E,N,BROWN,N, 
025,15,'PK - 05, ,025902107,025902,WOODLAND HEIGHTS EL,BROWNWOOD ISD,E,N,BROWN,N, 
025,15,'PK - 05, ,025902109,025902,EAST EL,BROWNWOOD ISD,E,N,BROWN,N, 
025,15,'PK - 12, ,025904001,025904,BLANKET SCHOOL,BLANKET ISD,B,N,BROWN,N, 
025,15,'07 - 12, ,025905001,025905,MAY H S,MAY ISD,S,N,BROWN,N, 
025,15,'PK - 06, ,025905101,025905,MAY EL,MAY ISD,E,N,BROWN,N, 
025,15,'PK - 12, ,025906001,025906,ZEPHYR SCHOOL,ZEPHYR ISD,B,N,BROWN,N, 
025,15,'PK - 12, ,025908001,025908,BROOKESMITH SCHOOL,BROOKESMITH ISD,B,N,BROWN,N, 
025,15,'07 - 10, ,025908003,025908,BROOKESMITH ARTEMIS,BROOKESMITH ISD,S,Y,BROWN,N, 
025,15,'09 - 11, ,025908004,025908,BROOKESMITH DAVINCI,BROOKESMITH ISD,S,Y,BROWN,N, 
025,15,'03 - 10, ,025908005,025908,BROOKESMITH QUEST,BROOKESMITH ISD,B,N,BROWN,N, 
025,15,'04 - 06, ,025908006,025908,BROOKESMITH PLATO,BROOKESMITH ISD,E,N,BROWN,N, 
025,15,'07 - 08, ,025908007,025908,BROOKESMITH APOLLO,BROOKESMITH ISD,M,N,BROWN,N, 
025,15,'09 - 12, ,025909001,025909,EARLY H S,EARLY ISD,S,N,BROWN,N, 
025,15,'06 - 08, ,025909041,025909,EARLY MIDDLE,EARLY ISD,M,N,BROWN,N, 
025,15,'03 - 05, ,025909101,025909,EARLY EL,EARLY ISD,E,N,BROWN,N, 
025,15,'EE - 02,'025909101,025909102,025909,EARLY PRI,EARLY ISD,E,N,BROWN,N,EARLY EL
026,06,'09 - 12, ,026901001,026901,CALDWELL H S,CALDWELL ISD,S,N,BURLESON,N, 
026,06,'07 - 08, ,026901041,026901,CALDWELL J H,CALDWELL ISD,M,N,BURLESON,N, 
026,06,'04 - 06, ,026901042,026901,CALDWELL INT,CALDWELL ISD,E,N,BURLESON,N, 
026,06,'EE - 03, ,026901101,026901,CALDWELL EL,CALDWELL ISD,E,N,BURLESON,N, 
026,06,'08 - 12, ,026902001,026902,SOMERVILLE H S,SOMERVILLE ISD,S,N,BURLESON,N, 
026,06,'05 - 07, ,026902042,026902,SOMERVILLE INT,SOMERVILLE ISD,M,N,BURLESON,N, 
026,06,'PK - 04, ,026902101,026902,SOMERVILLE EL,SOMERVILLE ISD,E,N,BURLESON,N, 
026,06,'06 - 12, ,026903002,026903,SNOOK SECONDARY,SNOOK ISD,B,N,BURLESON,N, 
026,06,'PK - 05, ,026903101,026903,SNOOK EL,SNOOK ISD,E,N,BURLESON,N, 
027,13,'09 - 12, ,027903001,027903,BURNET H S,BURNET CISD,S,N,BURNET,N, 
027,13,'09 - 12, ,027903003,027903,QUEST H S,BURNET CISD,S,Y,BURNET,N, 
027,13,'06 - 08, ,027903041,027903,BURNET MIDDLE,BURNET CISD,M,N,BURNET,N, 
027,13,'EE - 02,'027903104,027903101,027903,SHADY GROVE EL,BURNET CISD,E,N,BURNET,N,RJ RICHEY EL
027,13,'PK - 05, ,027903102,027903,BERTRAM EL,BURNET CISD,E,N,BURNET,N, 
027,13,'03 - 05, ,027903104,027903,RJ RICHEY EL,BURNET CISD,E,N,BURNET,N, 
027,13,'09 - 12, ,027904001,027904,MARBLE FALLS H S,MARBLE FALLS ISD,S,N,BURNET,N, 
027,13,'10 - 12, ,027904002,027904,FALLS CAREER H S,MARBLE FALLS ISD,S,Y,BURNET,N, 
027,13,'06 - 08, ,027904041,027904,MARBLE FALLS MIDDLE,MARBLE FALLS ISD,M,N,BURNET,N, 
027,13,'PK - 05, ,027904101,027904,MARBLE FALLS EL,MARBLE FALLS ISD,E,N,BURNET,N, 
027,13,'EE - 05, ,027904102,027904,COLT EL,MARBLE FALLS ISD,E,N,BURNET,N, 
027,13,'PK - 05, ,027904103,027904,HIGHLAND LAKES EL,MARBLE FALLS ISD,E,N,BURNET,N, 
027,13,'PK - 05, ,027904104,027904,SPICEWOOD EL,MARBLE FALLS ISD,E,N,BURNET,N, 
028,13,'09 - 12, ,028902001,028902,LOCKHART H S,LOCKHART ISD,S,N,CALDWELL,N, 
028,13,'09 - 12, ,028902038,028902,LOCKHART PRIDE H S,LOCKHART ISD,S,Y,CALDWELL,N, 
028,13,'06 - 08, ,028902045,028902,LOCKHART J H,LOCKHART ISD,M,N,CALDWELL,N, 
028,13,'KG - 05, ,028902101,028902,CLEAR FORK EL,LOCKHART ISD,E,N,CALDWELL,N, 
028,13,'EE - PK,'028902000,028902102,028902,GEORGE W CARVER EARLY EDUCATION CENTER,LOCKHART ISD,E,N,CALDWELL,N,LOCKHART ISD
028,13,'KG - 05, ,028902103,028902,NAVARRO EL,LOCKHART ISD,E,N,CALDWELL,N, 
028,13,'KG - 05, ,028902104,028902,PLUM CREEK EL,LOCKHART ISD,E,N,CALDWELL,N, 
028,13,'KG - 05, ,028902105,028902,BLUEBONNET EL,LOCKHART ISD,E,N,CALDWELL,N, 
028,13,'KG - 05, ,028902106,028902,ALMA BREWER STRAWN EL,LOCKHART ISD,E,N,CALDWELL,N, 
028,13,'09 - 12, ,028903001,028903,LULING H S,LULING ISD,S,N,CALDWELL,N, 
028,13,'06 - 08, ,028903041,028903,GILBERT GERDES J H,LULING ISD,M,N,CALDWELL,N, 
028,13,'PK - 05, ,028903101,028903,LEONARD SHANKLIN EL,LULING ISD,E,N,CALDWELL,N, 
028,13,'PK - 12, ,028906001,028906,PRAIRIE LEA SCHOOL,PRAIRIE LEA ISD,B,N,CALDWELL,N, 
029,03,'09 - 12, ,029901001,029901,CALHOUN H S,CALHOUN COUNTY ISD,S,N,CALHOUN,N, 
029,03,'10 - 12, ,029901003,029901,HOPE H S,CALHOUN COUNTY ISD,S,Y,CALHOUN,N, 
029,03,'06 - 08, ,029901043,029901,TRAVIS MIDDLE,CALHOUN COUNTY ISD,M,N,CALHOUN,N, 
029,03,'EE - 05, ,029901101,029901,HARRISON/JEFFERSON/MADISON EL,CALHOUN COUNTY ISD,E,N,CALHOUN,N, 
029,03,'PK - 05, ,029901102,029901,JACKSON/ROOSEVELT EL,CALHOUN COUNTY ISD,E,N,CALHOUN,N, 
029,03,'PK - 06, ,029901105,029901,PORT O CONNOR SCHOOL,CALHOUN COUNTY ISD,E,N,CALHOUN,N, 
029,03,'PK - 08, ,029901107,029901,SEADRIFT SCHOOL,CALHOUN COUNTY ISD,E,N,CALHOUN,N, 
030,14,'07 - 12, ,030901001,030901,CROSS PLAINS H S,CROSS PLAINS ISD,S,N,CALLAHAN,N, 
030,14,'EE - 06, ,030901101,030901,CROSS PLAINS EL,CROSS PLAINS ISD,E,N,CALLAHAN,N, 
030,14,'09 - 12, ,030902001,030902,CLYDE H S,CLYDE CISD,S,N,CALLAHAN,N, 
030,14,'06 - 08, ,030902041,030902,CLYDE J H,CLYDE CISD,M,N,CALLAHAN,N, 
030,14,'EE - 02,'030902103,030902101,030902,CLYDE EL,CLYDE CISD,E,N,CALLAHAN,N,CLYDE INT
030,14,'03 - 05, ,030902103,030902,CLYDE INT,CLYDE CISD,E,N,CALLAHAN,N, 
030,14,'06 - 12, ,030903001,030903,BAIRD H S,BAIRD ISD,B,N,CALLAHAN,N, 
030,14,'PK - 05, ,030903101,030903,BAIRD EL,BAIRD ISD,E,N,CALLAHAN,N, 
030,14,'09 - 12, ,030906001,030906,EULA H S,EULA ISD,S,N,CALLAHAN,N, 
030,14,'06 - 08, ,030906041,030906,EULA J H,EULA ISD,M,N,CALLAHAN,N, 
030,14,'PK - 05, ,030906101,030906,EULA EL,EULA ISD,E,N,CALLAHAN,N, 
031,01,'09 - 12, ,031901001,031901,HANNA EARLY COLLEGE H S,BROWNSVILLE ISD,S,N,CAMERON,N, 
031,01,'09 - 12, ,031901002,031901,PORTER EARLY COLLEGE H S,BROWNSVILLE ISD,S,N,CAMERON,N, 
031,01,'09 - 12, ,031901003,031901,PACE EARLY COLLEGE H S,BROWNSVILLE ISD,S,N,CAMERON,N, 
031,01,'09 - 12, ,031901004,031901,RIVERA EARLY COLLEGE H S,BROWNSVILLE ISD,S,N,CAMERON,N, 
031,01,'09 - 12, ,031901007,031901,LOPEZ EARLY COLLEGE H S,BROWNSVILLE ISD,S,N,CAMERON,N, 
031,01,'09 - 12, ,031901008,031901,BROWNSVILLE EARLY COLLEGE H S,BROWNSVILLE ISD,S,N,CAMERON,N, 
031,01,'09 - 12, ,031901009,031901,VETERANS MEMORIAL EARLY COLLEGE H S,BROWNSVILLE ISD,S,N,CAMERON,N, 
031,01,'07 - 12, ,031901034,031901,CAMERON CO J J A E P,BROWNSVILLE ISD,S,N,CAMERON,N, 
031,01,'06 - 08, ,031901043,031901,FAULK MIDDLE,BROWNSVILLE ISD,M,N,CAMERON,N, 
031,01,'06 - 08, ,031901044,031901,STELL MIDDLE,BROWNSVILLE ISD,M,N,CAMERON,N, 
031,01,'06 - 08, ,031901045,031901,OLIVEIRA MIDDLE,BROWNSVILLE ISD,M,N,CAMERON,N, 
031,01,'06 - 08, ,031901046,031901,PERKINS MIDDLE,BROWNSVILLE ISD,M,N,CAMERON,N, 
031,01,'06 - 08, ,031901047,031901,VELA MIDDLE,BROWNSVILLE ISD,M,N,CAMERON,N, 
031,01,'06 - 08, ,031901048,031901,BESTEIRO MIDDLE,BROWNSVILLE ISD,M,N,CAMERON,N, 
031,01,'06 - 08, ,031901051,031901,LUCIO MIDDLE,BROWNSVILLE ISD,M,N,CAMERON,N, 
031,01,'06 - 08, ,031901053,031901,GARCIA MIDDLE,BROWNSVILLE ISD,M,N,CAMERON,N, 
031,01,'06 - 08, ,031901054,031901,STILLMAN MIDDLE,BROWNSVILLE ISD,M,N,CAMERON,N, 
031,01,'06 - 08, ,031901055,031901,MANZANO MIDDLE,BROWNSVILLE ISD,M,N,CAMERON,N, 
031,01,'PK - 05, ,031901101,031901,CANALES EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901102,031901,CROMACK EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901104,031901,MARTIN EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901105,031901,EL JARDIN EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031901106,031901,GARDEN PARK EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901108,031901,PUTEGNAT EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901110,031901,RUSSELL EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031901111,031901,SHARP EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901112,031901,SKINNER EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901115,031901,CASTANEDA EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031901117,031901,VILLA NUEVA EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901120,031901,DEL CASTILLO EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031901121,031901,PEREZ EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901122,031901,PALM GROVE EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901123,031901,EGLY EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031901124,031901,GARZA EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031901126,031901,VERMILLION ROAD EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031901128,031901,BURNS EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901129,031901,MORNINGSIDE EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901130,031901,GONZALEZ EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031901131,031901,SOUTHMOST EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901132,031901,YTURRIA EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901133,031901,AIKEN EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901134,031901,HUDSON EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901135,031901,BENAVIDES EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901136,031901,CHAMPION EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901137,031901,PAREDES EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031901138,031901,GALLEGOS EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031901139,031901,ORTIZ EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901140,031901,BRITE EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031901141,031901,PENA EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901142,031901,PULLAM EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031901143,031901,KELLER EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031901144,031901,BREEDEN EL,BROWNSVILLE ISD,E,N,CAMERON,N, 
031,01,'09 - 12, ,031903001,031903,HARLINGEN H S,HARLINGEN CISD,S,N,CAMERON,N, 
031,01,'09 - 12, ,031903002,031903,HARLINGEN H S - SOUTH,HARLINGEN CISD,S,N,CAMERON,N, 
031,01,'09 - 11, ,031903004,031903,CAMERON CO J J A E P,HARLINGEN CISD,S,N,CAMERON,N, 
031,01,'09 - 12, ,031903005,031903,HARLINGEN COLLEGIATE H S,HARLINGEN CISD,S,N,CAMERON,N, 
031,01,'09 - 09, ,031903007,031903,DR ABRAHAM P CANO FRESHMAN ACADEMY,HARLINGEN CISD,S,N,CAMERON,N, 
031,01,'08 - 12, ,031903008,031903,HARLINGEN SCHOOL OF HEALTH PROFESSIONS,HARLINGEN CISD,S,N,CAMERON,N, 
031,01,'06 - 08, ,031903041,031903,COAKLEY MIDDLE,HARLINGEN CISD,M,N,CAMERON,N, 
031,01,'06 - 08, ,031903042,031903,MEMORIAL MIDDLE,HARLINGEN CISD,M,N,CAMERON,N, 
031,01,'06 - 08, ,031903043,031903,VERNON MIDDLE,HARLINGEN CISD,M,N,CAMERON,N, 
031,01,'06 - 08, ,031903044,031903,GUTIERREZ MIDDLE,HARLINGEN CISD,M,N,CAMERON,N, 
031,01,'06 - 08, ,031903045,031903,MOISES VELA MIDDLE,HARLINGEN CISD,M,N,CAMERON,N, 
031,01,'EE - 05, ,031903102,031903,AUSTIN EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031903103,031903,BONHAM EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031903104,031903,BOWIE EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031903105,031903,CROCKETT EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031903106,031903,DISHMAN EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031903107,031903,HOUSTON EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031903108,031903,JEFFERSON EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031903109,031903,LAMAR EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031903110,031903,BEN MILAM EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031903111,031903,STUART PLACE EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031903112,031903,TRAVIS EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031903114,031903,ZAVALA EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031903116,031903,WILSON EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031903117,031903,TREASURE HILLS EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'06 - 12, ,031903118,031903,SECONDARY ALTER CTR,HARLINGEN CISD,B,N,CAMERON,N, 
031,01,'PK - 05, ,031903120,031903,LONG EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031903122,031903,DR HESIQUIO RODRIGUEZ EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031903123,031903,LEE H MEANS EL,HARLINGEN CISD,E,N,CAMERON,N, 
031,01,'PK - PK,'031903000,031903124,031903,HCISD EARLY CHILDHOOD ACADEMY,HARLINGEN CISD,E,N,CAMERON,N,HARLINGEN CISD
031,01,'09 - 11, ,031903204,031903,EDNA TAMAYO HOUSE,HARLINGEN CISD,S,Y,CAMERON,N, 
031,01,'09 - 12, ,031905001,031905,LA FERIA H S,LA FERIA ISD,S,N,CAMERON,N, 
031,01,'09 - 12, ,031905002,031905,LA FERIA ACADEMY,LA FERIA ISD,S,Y,CAMERON,N, 
031,01,'07 - 08, ,031905041,031905,W B GREEN J H,LA FERIA ISD,M,N,CAMERON,N, 
031,01,'PK - 04, ,031905101,031905,SAM HOUSTON EL,LA FERIA ISD,E,N,CAMERON,N, 
031,01,'PK - 04, ,031905103,031905,C E VAIL EL,LA FERIA ISD,E,N,CAMERON,N, 
031,01,'05 - 06, ,031905105,031905,NOEMI DOMINGUEZ EL,LA FERIA ISD,M,N,CAMERON,N, 
031,01,'PK - 04, ,031905106,031905,DAVID G SANCHEZ EL,LA FERIA ISD,E,N,CAMERON,N, 
031,01,'09 - 12, ,031906001,031906,LOS FRESNOS H S,LOS FRESNOS CISD,S,N,CAMERON,N, 
031,01,'07 - 12, ,031906005,031906,CAMERON CO J J A E P,LOS FRESNOS CISD,S,N,CAMERON,N, 
031,01,'06 - 08, ,031906041,031906,LOS CUATES MIDDLE,LOS FRESNOS CISD,M,N,CAMERON,N, 
031,01,'06 - 08, ,031906042,031906,LIBERTY MEMORIAL MIDDLE,LOS FRESNOS CISD,M,N,CAMERON,N, 
031,01,'EE - 05, ,031906101,031906,LOS FRESNOS EL,LOS FRESNOS CISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031906102,031906,VILLAREAL EL,LOS FRESNOS CISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031906103,031906,LAS YESCAS EL,LOS FRESNOS CISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031906104,031906,LOPEZ-RIGGINS EL,LOS FRESNOS CISD,E,N,CAMERON,N, 
031,01,'06 - 08, ,031906105,031906,RESACA MIDDLE,LOS FRESNOS CISD,M,N,CAMERON,N, 
031,01,'EE - 05, ,031906106,031906,PALMER-LAAKSO EL,LOS FRESNOS CISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031906107,031906,LAURELES EL,LOS FRESNOS CISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031906108,031906,OLMITO EL,LOS FRESNOS CISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031906109,031906,RANCHO VERDE EL,LOS FRESNOS CISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031906110,031906,DORA ROMERO EL,LOS FRESNOS CISD,E,N,CAMERON,N, 
031,01,'09 - 12, ,031909001,031909,PORT ISABEL H S,POINT ISABEL ISD,S,N,CAMERON,N, 
031,01,'10 - 12, ,031909003,031909,CAMERON CO J J A E P,POINT ISABEL ISD,S,N,CAMERON,N, 
031,01,'06 - 08, ,031909041,031909,PORT ISABEL J H,POINT ISABEL ISD,M,N,CAMERON,N, 
031,01,'PK - 05, ,031909101,031909,DERRY EL,POINT ISABEL ISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031909102,031909,GARRIGA EL,POINT ISABEL ISD,E,N,CAMERON,N, 
031,01,'09 - 12, ,031911001,031911,RIO HONDO H S,RIO HONDO ISD,S,N,CAMERON,N, 
031,01,'10 - 11, ,031911002,031911,CAMERON CO J J A E P,RIO HONDO ISD,S,N,CAMERON,N, 
031,01,'05 - 08, ,031911041,031911,RIO HONDO MIDDLE,RIO HONDO ISD,M,N,CAMERON,N, 
031,01,'EE - 04, ,031911102,031911,RIO HONDO EL,RIO HONDO ISD,E,N,CAMERON,N, 
031,01,'10 - 12, ,031912001,031912,SAN BENITO H S,SAN BENITO CISD,S,N,CAMERON,N, 
031,01,'06 - 12, ,031912003,031912,CAMERON CO J J A E P,SAN BENITO CISD,B,N,CAMERON,N, 
031,01,'09 - 11, ,031912005,031912,AMADOR R RODRIGUEZ JUVENILE BOOT CAMP,SAN BENITO CISD,S,Y,CAMERON,N, 
031,01,'09 - 09, ,031912007,031912,SAN BENITO VETERANS MEMORIAL ACADEMY,SAN BENITO CISD,S,N,CAMERON,N, 
031,01,'08 - 09, ,031912008,031912,RGV YOUTH RECOVERY HOME,SAN BENITO CISD,M,Y,CAMERON,N, 
031,01,'09 - 12, ,031912009,031912,GATEWAY TO GRADUATION ACADEMY,SAN BENITO CISD,S,Y,CAMERON,N, 
031,01,'06 - 08, ,031912041,031912,BERTA CABAZA MIDDLE,SAN BENITO CISD,M,N,CAMERON,N, 
031,01,'06 - 08, ,031912042,031912,MILLER JORDAN MIDDLE,SAN BENITO CISD,M,N,CAMERON,N, 
031,01,'06 - 08, ,031912043,031912,SAN BENITO RIVERSIDE MIDDLE,SAN BENITO CISD,M,N,CAMERON,N, 
031,01,'PK - 05, ,031912101,031912,FRED BOOTH,SAN BENITO CISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031912103,031912,CASH EL,SAN BENITO CISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031912104,031912,DOWNS FINE ARTS ACADEMY,SAN BENITO CISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031912108,031912,RANGERVILLE EL,SAN BENITO CISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031912109,031912,ROBERTS EL,SAN BENITO CISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031912110,031912,SULLIVAN ENVIRONMENTAL SCIENCE ACADEMY,SAN BENITO CISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031912112,031912,LA ENCANTADA EL,SAN BENITO CISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031912114,031912,LA PALOMA EL,SAN BENITO CISD,E,N,CAMERON,N, 
031,01,'EE - 05, ,031912115,031912,RAUL GARZA JR STEAM ACADEMY,SAN BENITO CISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031912116,031912,JUDGE OSCAR DE LA FUENTE EL,SAN BENITO CISD,E,N,CAMERON,N, 
031,01,'PK - 05, ,031912117,031912,ANGELA GERUSA LEAL EL,SAN BENITO CISD,E,N,CAMERON,N, 
031,01,'07 - 11, ,031912201,031912,HESTER JUVENILE DETENT,SAN BENITO CISD,S,Y,CAMERON,N, 
031,01,'KG - 08, ,031912203,031912,GREYHOUNDS ONLINE ACADEMY,SAN BENITO CISD,E,N,CAMERON,N, 
