CAMPUS,DISTRICT,CAMPNAME,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLCHART,CFLALTED,PAIRCAMP,PAIRNAME
001902001,1902,CAYUGA H S,1,CAYUGA ISD,7,ANDERSON,S,12-Sep,N,N, , 
001902041,1902,CAYUGA MIDDLE,1,CAYUGA ISD,7,ANDERSON,M,8-Jun,N,N, , 
001902103,1902,CAYUGA EL,1,CAYUGA ISD,7,ANDERSON,E,EE - 05,N,N, , 
001903001,1903,ELKHART H S,1,ELKHART ISD,7,ANDERSON,S,12-Sep,N,N, , 
001903041,1903,ELKHART MIDDLE,1,ELKHART ISD,7,ANDERSON,M,8-Jun,N,N, , 
001903101,1903,ELKHART EL,1,ELKHART ISD,7,ANDERSON,E,EE - 02,N,N,1903102,ELKHART INT
001903102,1903,ELKHART INT,1,ELKHART ISD,7,ANDERSON,E,5-Mar,N,N, , 
001904001,1904,FRANKSTON H S,1,FRANKSTON ISD,7,ANDERSON,S,12-Sep,N,N, , 
001904041,1904,FRANKSTON MIDDLE,1,FRANKSTON ISD,7,ANDERSON,M,8-Jun,N,N, , 
001904102,1904,FRANKSTON EL,1,FRANKSTON ISD,7,ANDERSON,E,EE - 05,N,N, , 
001906002,1906,NECHES H S,1,NECHES ISD,7,ANDERSON,S,12-Sep,N,N, , 
001906102,1906,NECHES EL,1,NECHES ISD,7,ANDERSON,E,PK - 08,N,N, , 
001907001,1907,PALESTINE H S,1,PALESTINE ISD,7,ANDERSON,S,12-Sep,N,N, , 
001907041,1907,PALESTINE J H,1,PALESTINE ISD,7,ANDERSON,M,8-Jul,N,N, , 
001907101,1907,NORTHSIDE PRI,1,PALESTINE ISD,7,ANDERSON,E,KG - 01,N,N,1907107,SOUTHSIDE EL
001907102,1907,WASHINGTON EARLY CHILDHOOD CENTER,1,PALESTINE ISD,7,ANDERSON,E,EE - PK,N,N,1907107,SOUTHSIDE EL
001907107,1907,SOUTHSIDE EL,1,PALESTINE ISD,7,ANDERSON,E,3-Feb,N,N, , 
001907110,1907,STORY INT,1,PALESTINE ISD,7,ANDERSON,E,6-Apr,N,N, , 
001908002,1908,WESTWOOD H S,1,WESTWOOD ISD,7,ANDERSON,S,12-Sep,N,N, , 
001908041,1908,WESTWOOD J H,1,WESTWOOD ISD,7,ANDERSON,M,8-Jul,N,N, , 
001908101,1908,WESTWOOD EL,1,WESTWOOD ISD,7,ANDERSON,E,6-Mar,N,N, , 
001908102,1908,WESTWOOD PRI,1,WESTWOOD ISD,7,ANDERSON,E,EE - 02,N,N,1908101,WESTWOOD EL
001909001,1909,SLOCUM H S,1,SLOCUM ISD,7,ANDERSON,S,12-Sep,N,N, , 
001909101,1909,SLOCUM PK - 8,1,SLOCUM ISD,7,ANDERSON,E,PK - 08,N,N, , 
002901001,2901,ANDREWS H S,2,ANDREWS ISD,18,ANDREWS,S,12-Sep,N,N, , 
002901002,2901,ANDREWS EDUCATION CENTER,2,ANDREWS ISD,18,ANDREWS,S,12-Sep,N,Y, , 
002901041,2901,ANDREWS MIDDLE,2,ANDREWS ISD,18,ANDREWS,M,8-Jun,N,N, , 
002901101,2901,DEVONIAN EL,2,ANDREWS ISD,18,ANDREWS,E,3-Feb,N,N, , 
002901104,2901,UNDERWOOD EL,2,ANDREWS ISD,18,ANDREWS,E,5-Apr,N,N, , 
002901105,2901,CLEARFORK EL,2,ANDREWS ISD,18,ANDREWS,E,EE - 01,N,N,2901101,DEVONIAN EL
003801001,3801,PINEYWOODS COMMUNITY ACADEMY H S,3,PINEYWOODS COMMUNITY ACADEMY,7,ANGELINA,S,12-Sep,Y,N, , 
003801042,3801,DR TERRY ROBBINS MIDDLE,3,PINEYWOODS COMMUNITY ACADEMY,7,ANGELINA,M,8-Jun,Y,N, , 
003801103,3801,SARAH STRINDEN EL,3,PINEYWOODS COMMUNITY ACADEMY,7,ANGELINA,E,PK - 05,Y,N, , 
003902001,3902,HUDSON H S,3,HUDSON ISD,7,ANGELINA,S,12-Sep,N,N, , 
003902004,3902,STUBBLEFIELD LRN CTR,3,HUDSON ISD,7,ANGELINA,S,12-Nov,N,Y, , 
003902041,3902,HUDSON MIDDLE,3,HUDSON ISD,7,ANGELINA,M,8-Jun,N,N, , 
003902101,3902,W F PEAVY PRI,3,HUDSON ISD,7,ANGELINA,E,EE - 02,N,N,3902102,W H BONNER EL
003902102,3902,W H BONNER EL,3,HUDSON ISD,7,ANGELINA,E,5-Mar,N,N, , 
003903001,3903,LUFKIN H S,3,LUFKIN ISD,7,ANGELINA,S,12-Sep,N,N, , 
003903004,3903,STUBBLEFIELD LRN CTR,3,LUFKIN ISD,7,ANGELINA,S,12-Sep,N,Y, , 
003903044,3903,LUFKIN MIDDLE,3,LUFKIN ISD,7,ANGELINA,M,8-Jun,N,N, , 
003903120,3903,ANDERSON EL,3,LUFKIN ISD,7,ANGELINA,E,5-Mar,N,N, , 
003903121,3903,BRANDON EL,3,LUFKIN ISD,7,ANGELINA,E,5-Mar,N,N, , 
003903122,3903,BROOKHOLLOW EL,3,LUFKIN ISD,7,ANGELINA,E,5-Mar,N,N, , 
003903123,3903,COSTON EL,3,LUFKIN ISD,7,ANGELINA,E,5-Mar,N,N, , 
003903124,3903,DUNBAR PRI,3,LUFKIN ISD,7,ANGELINA,E,KG - 02,N,N,3903121,BRANDON EL
003903125,3903,GARRETT PRI,3,LUFKIN ISD,7,ANGELINA,E,PK - PK,N,N,3903000,LUFKIN ISD
003903126,3903,HACKNEY PRI,3,LUFKIN ISD,7,ANGELINA,E,PK - PK,N,N,3903000,LUFKIN ISD
003903127,3903,HERTY PRI,3,LUFKIN ISD,7,ANGELINA,E,EE - 02,N,N,3903123,COSTON EL
003903128,3903,KURTH PRI,3,LUFKIN ISD,7,ANGELINA,E,KG - 02,N,N,3903120,ANDERSON EL
003903129,3903,SLACK EL,3,LUFKIN ISD,7,ANGELINA,E,5-Feb,N,N, , 
003903130,3903,TROUT PRI,3,LUFKIN ISD,7,ANGELINA,E,EE - 02,N,N,3903122,BROOKHOLLOW EL
003903131,3903,BURLEY PRI,3,LUFKIN ISD,7,ANGELINA,E,KG - 02,N,N,3903129,SLACK EL
003903141,3903,SPECIAL SERVICES,3,LUFKIN ISD,7,ANGELINA,E,EE - 06,N,N, , 
003903201,3903,JUVENILE DETENT CTR,3,LUFKIN ISD,7,ANGELINA,B,12-Jun,N,Y, , 
003904001,3904,HUNTINGTON H S,3,HUNTINGTON ISD,7,ANGELINA,S,12-Sep,N,N, , 
003904005,3904,PRIDE ALTER SCH,3,HUNTINGTON ISD,7,ANGELINA,S,12-Sep,N,Y, , 
003904041,3904,HUNTINGTON MIDDLE,3,HUNTINGTON ISD,7,ANGELINA,M,8-Jun,N,N, , 
003904101,3904,HUNTINGTON EL,3,HUNTINGTON ISD,7,ANGELINA,E,EE - 03,N,N, , 
003904102,3904,HUNTINGTON INT,3,HUNTINGTON ISD,7,ANGELINA,E,5-Apr,N,N, , 
003905001,3905,DIBOLL H S,3,DIBOLL ISD,7,ANGELINA,S,12-Sep,N,N, , 
003905004,3905,STUBBLEFIELD LRN CTR,3,DIBOLL ISD,7,ANGELINA,S,12-Oct,N,Y, , 
003905041,3905,DIBOLL J H,3,DIBOLL ISD,7,ANGELINA,M,8-Jun,N,N, , 
003905101,3905,H G TEMPLE EL,3,DIBOLL ISD,7,ANGELINA,E,KG - 02,N,N,3905103,H G TEMPLE INT
003905102,3905,DIBOLL PRI,3,DIBOLL ISD,7,ANGELINA,E,PK - PK,N,N,3905103,H G TEMPLE INT
003905103,3905,H G TEMPLE INT,3,DIBOLL ISD,7,ANGELINA,E,5-Mar,N,N, , 
003906001,3906,ZAVALLA H S,3,ZAVALLA ISD,7,ANGELINA,B,12-Jun,N,N, , 
003906004,3906,STUBBLEFIELD LRN CTR,3,ZAVALLA ISD,7,ANGELINA,S,11-Nov,N,Y, , 
003906101,3906,ZAVALLA EL,3,ZAVALLA ISD,7,ANGELINA,E,PK - 05,N,N, , 
003907001,3907,CENTRAL H S,3,CENTRAL ISD,7,ANGELINA,S,12-Sep,N,N, , 
003907004,3907,STUBBLEFIELD LRN CTR,3,CENTRAL ISD,7,ANGELINA,S,12-Dec,N,Y, , 
003907041,3907,CENTRAL J H,3,CENTRAL ISD,7,ANGELINA,M,8-May,N,N, , 
003907102,3907,CENTRAL EL,3,CENTRAL ISD,7,ANGELINA,E,EE - 04,N,N, , 
004901001,4901,ROCKPORT-FULTON H S,4,ARANSAS COUNTY ISD,2,ARANSAS,S,12-Sep,N,N, , 
004901041,4901,ROCKPORT-FULTON MIDDLE,4,ARANSAS COUNTY ISD,2,ARANSAS,M,8-Jun,N,N, , 
004901101,4901,FULTON LEARNING CENTER,4,ARANSAS COUNTY ISD,2,ARANSAS,E,5-Mar,N,N, , 
004901103,4901,LIVE OAK LEARNING CENTER,4,ARANSAS COUNTY ISD,2,ARANSAS,E,EE - 02,N,N,4901101,FULTON LEARNING CENTER
005901001,5901,ARCHER CITY H S,5,ARCHER CITY ISD,9,ARCHER,S,12-Jul,N,N, , 
005901101,5901,ARCHER CITY EL,5,ARCHER CITY ISD,9,ARCHER,E,EE - 06,N,N, , 
005902001,5902,HOLLIDAY H S,5,HOLLIDAY ISD,9,ARCHER,S,12-Sep,N,N, , 
005902041,5902,HOLLIDAY MIDDLE,5,HOLLIDAY ISD,9,ARCHER,M,8-Jun,N,N, , 
005902101,5902,HOLLIDAY EL,5,HOLLIDAY ISD,9,ARCHER,E,EE - 05,N,N, , 
005904001,5904,WINDTHORST H S,5,WINDTHORST ISD,9,ARCHER,S,12-Sep,N,N, , 
005904041,5904,WINDTHORST JH,5,WINDTHORST ISD,9,ARCHER,M,8-Jun,N,N, , 
005904101,5904,WINDTHORST EL,5,WINDTHORST ISD,9,ARCHER,E,PK - 05,N,N, , 
006902001,6902,CLAUDE SCHOOLS,6,CLAUDE ISD,16,ARMSTRONG,B,PK - 12,N,N, , 
007901001,7901,CHARLOTTE H S,7,CHARLOTTE ISD,20,ATASCOSA,S,12-Sep,N,N, , 
007901041,7901,CHARLOTTE MIDDLE,7,CHARLOTTE ISD,20,ATASCOSA,M,8-Jun,N,N, , 
007901101,7901,CHARLOTTE EL,7,CHARLOTTE ISD,20,ATASCOSA,E,PK - 05,N,N, , 
007902001,7902,JOURDANTON H S,7,JOURDANTON ISD,20,ATASCOSA,S,12-Sep,N,N, , 
007902005,7902,ATASCOSA COUNTY JUVENILE JUSTICE C,7,JOURDANTON ISD,20,ATASCOSA,S,11-Jul,N,Y, , 
007902006,7902,JOURDANTON DAEP,7,JOURDANTON ISD,20,ATASCOSA,B,10-Jun,N,N, , 
007902041,7902,JOURDANTON J H,7,JOURDANTON ISD,20,ATASCOSA,M,8-Jun,N,N, , 
007902101,7902,JOURDANTON EL,7,JOURDANTON ISD,20,ATASCOSA,E,EE - 05,N,N, , 
007904001,7904,LYTLE H S,7,LYTLE ISD,20,ATASCOSA,S,12-Sep,N,N, , 
007904002,7904,LYTLE DAEP,7,LYTLE ISD,20,ATASCOSA,B,9-Apr,N,N, , 
007904003,7904,JJAEP,7,LYTLE ISD,20,ATASCOSA,M,8-Aug,N,N, , 
007904041,7904,LYTLE J H,7,LYTLE ISD,20,ATASCOSA,M,8-Jun,N,N, , 
007904101,7904,LYTLE EL,7,LYTLE ISD,20,ATASCOSA,E,5-Feb,N,N, , 
007904103,7904,LYTLE PRIMARY SCHOOL,7,LYTLE ISD,20,ATASCOSA,E,EE - 01,N,N,7904101,LYTLE EL
007905001,7905,PLEASANTON H S,7,PLEASANTON ISD,20,ATASCOSA,S,12-Sep,N,N, , 
007905004,7905,ATASCOSA CO ALTER,7,PLEASANTON ISD,20,ATASCOSA,M,9-Aug,N,N, , 
007905005,7905,PLEASANTON ISD SCHOOL OF CHOICE,7,PLEASANTON ISD,20,ATASCOSA,S,12-Oct,N,Y, , 
007905041,7905,PLEASANTON J H,7,PLEASANTON ISD,20,ATASCOSA,M,8-Jun,N,N, , 
007905103,7905,PLEASANTON EL,7,PLEASANTON ISD,20,ATASCOSA,E,5-Feb,N,N, , 
007905105,7905,PLEASANTON PRI,7,PLEASANTON ISD,20,ATASCOSA,E,EE - 01,N,N,7905103,PLEASANTON EL
007906001,7906,POTEET H S,7,POTEET ISD,20,ATASCOSA,S,12-Sep,N,N, , 
007906041,7906,POTEET J H,7,POTEET ISD,20,ATASCOSA,M,8-Jun,N,N, , 
007906101,7906,POTEET EL,7,POTEET ISD,20,ATASCOSA,E,EE - 03,N,N, , 
007906102,7906,POTEET INT,7,POTEET ISD,20,ATASCOSA,E,5-Apr,N,N, , 
008901001,8901,BELLVILLE H S,8,BELLVILLE ISD,6,AUSTIN,S,12-Sep,N,N, , 
008901041,8901,BELLVILLE J H,8,BELLVILLE ISD,6,AUSTIN,M,8-Jun,N,N, , 
008901101,8901,O'BRYANT PRI,8,BELLVILLE ISD,6,AUSTIN,E,EE - 03,N,N, , 
008901102,8901,O'BRYANT INT,8,BELLVILLE ISD,6,AUSTIN,E,5-Apr,N,N, , 
008901105,8901,WEST END EL,8,BELLVILLE ISD,6,AUSTIN,E,KG - 05,N,N, , 
008902001,8902,SEALY H S,8,SEALY ISD,6,AUSTIN,S,12-Sep,N,N, , 
008902041,8902,SEALY J H,8,SEALY ISD,6,AUSTIN,M,8-Jun,N,N, , 
008902102,8902,SELMAN EL,8,SEALY ISD,6,AUSTIN,E,EE - 05,N,N, , 
008902104,8902,SEALY EL,8,SEALY ISD,6,AUSTIN,E,PK - 05,N,N, , 
008903001,8903,BRAZOS H S,8,BRAZOS ISD,6,AUSTIN,S,12-Sep,N,N, , 
008903041,8903,BRAZOS MIDDLE,8,BRAZOS ISD,6,AUSTIN,M,8-Jun,N,N, , 
008903102,8903,BRAZOS EL,8,BRAZOS ISD,6,AUSTIN,E,PK - 05,N,N, , 
008903103,8903,PRAIRIE HARBOR ALTERNATIVE SCHOOL,8,BRAZOS ISD,6,AUSTIN,B,12-Jun,N,Y, , 
009901001,9901,MULESHOE H S,9,MULESHOE ISD,17,BAILEY,S,12-Sep,N,N, , 
009901002,9901,P E P,9,MULESHOE ISD,17,BAILEY,S,12-Sep,N,Y, , 
009901041,9901,WATSON J H,9,MULESHOE ISD,17,BAILEY,M,8-Jun,N,N, , 
009901101,9901,MARY DESHAZO EL,9,MULESHOE ISD,17,BAILEY,E,5-Mar,N,N, , 
009901103,9901,DILLMAN EL,9,MULESHOE ISD,17,BAILEY,E,EE - 02,N,N,9901101,MARY DESHAZO EL
010901001,10901,MEDINA SCHOOL,10,MEDINA ISD,20,BANDERA,B,PK - 12,N,N, , 
010902001,10902,BANDERA H S,10,BANDERA ISD,20,BANDERA,S,12-Sep,N,N, , 
010902041,10902,BANDERA MIDDLE,10,BANDERA ISD,20,BANDERA,M,8-Jun,N,N, , 
010902101,10902,ALKEK EL,10,BANDERA ISD,20,BANDERA,E,EE - 05,N,N, , 
010902102,10902,HILL COUNTRY EL,10,BANDERA ISD,20,BANDERA,E,EE - 05,N,N, , 
011901001,11901,BASTROP H S,11,BASTROP ISD,13,BASTROP,S,12-Sep,N,N, , 
011901002,11901,CEDAR CREEK H S,11,BASTROP ISD,13,BASTROP,S,12-Sep,N,N, , 
011901005,11901,COLORADO RIVER COLLEGIATE ACADEMY,11,BASTROP ISD,13,BASTROP,S,12-Sep,N,N, , 
011901022,11901,GENESIS H S,11,BASTROP ISD,13,BASTROP,S,12-Sep,N,Y, , 
011901041,11901,BASTROP MIDDLE,11,BASTROP ISD,13,BASTROP,M,8-Jul,N,N, , 
011901101,11901,EMILE EL,11,BASTROP ISD,13,BASTROP,E,PK - 04,N,N, , 
011901102,11901,MINA EL,11,BASTROP ISD,13,BASTROP,E,EE - 04,N,N, , 
011901103,11901,CEDAR CREEK EL,11,BASTROP ISD,13,BASTROP,E,EE - 04,N,N, , 
011901104,11901,BASTROP INT,11,BASTROP ISD,13,BASTROP,M,6-May,N,N, , 
011901106,11901,CEDAR CREEK MIDDLE,11,BASTROP ISD,13,BASTROP,M,8-Jul,N,N, , 
011901107,11901,RED ROCK EL,11,BASTROP ISD,13,BASTROP,E,PK - 04,N,N, , 
011901108,11901,CEDAR CREEK INT,11,BASTROP ISD,13,BASTROP,M,6-May,N,N, , 
011901109,11901,BLUEBONNET EL,11,BASTROP ISD,13,BASTROP,E,PK - 04,N,N, , 
011901110,11901,LOST PINES EL,11,BASTROP ISD,13,BASTROP,E,PK - 04,N,N, , 
011902001,11902,ELGIN H S,11,ELGIN ISD,13,BASTROP,S,12-Sep,N,N, , 
011902003,11902,BASTROP COUNTY JUVENILE BOOT CAMP,11,ELGIN ISD,13,BASTROP,S,10-Jul,N,N, , 
011902004,11902,PHOENIX H S,11,ELGIN ISD,13,BASTROP,S,12-Sep,N,Y, , 
011902041,11902,ELGIN MIDDLE,11,ELGIN ISD,13,BASTROP,M,8-Jun,N,N, , 
011902101,11902,BOOKER T WASHINGTON EL,11,ELGIN ISD,13,BASTROP,E,KG - 05,N,N, , 
011902102,11902,ELGIN EL,11,ELGIN ISD,13,BASTROP,E,EE - 05,N,N, , 
011902103,11902,NEIDIG EL,11,ELGIN ISD,13,BASTROP,E,KG - 05,N,N, , 
011904002,11904,SMITHVILLE H S,11,SMITHVILLE ISD,13,BASTROP,S,12-Sep,N,N, , 
011904041,11904,SMITHVILLE J H,11,SMITHVILLE ISD,13,BASTROP,M,8-Jun,N,N, , 
011904101,11904,SMITHVILLE EL,11,SMITHVILLE ISD,13,BASTROP,E,5-Mar,N,N, , 
011904102,11904,BROWN PRI,11,SMITHVILLE ISD,13,BASTROP,E,EE - 02,N,N,11904101,SMITHVILLE EL
011905001,11905,MCDADE H S,11,MCDADE ISD,13,BASTROP,S,12-Jul,N,N, , 
011905011,11905,MCDADE JJAEP,11,MCDADE ISD,13,BASTROP,S,10-Oct,N,N, , 
011905101,11905,MCDADE EL,11,MCDADE ISD,13,BASTROP,E,PK - 06,N,N, , 
012901001,12901,SEYMOUR H S,12,SEYMOUR ISD,9,BAYLOR,S,12-Sep,N,N, , 
012901042,12901,SEYMOUR MIDDLE,12,SEYMOUR ISD,9,BAYLOR,M,8-May,N,N, , 
012901101,12901,SEYMOUR EL,12,SEYMOUR ISD,9,BAYLOR,E,PK - 04,N,N, , 
013801101,13801,ST MARY'S ACADEMY CHARTER SCHOOL,13,ST MARY'S ACADEMY CHARTER SCHOOL,2,BEE,E,KG - 06,Y,N, , 
013901001,13901,A C JONES H S,13,BEEVILLE ISD,2,BEE,S,12-Sep,N,N, , 
013901004,13901,A C JONES HEALTH PROFESSIONS MAGNE,13,BEEVILLE ISD,2,BEE,S,11-Sep,N,N, , 
013901041,13901,MORENO J H,13,BEEVILLE ISD,2,BEE,M,8-Jun,N,N, , 
013901042,13901,THE JOE BARNHART ACADEMY,13,BEEVILLE ISD,2,BEE,M,8-Jun,N,N, , 
013901101,13901,R A HALL EL,13,BEEVILLE ISD,2,BEE,E,5-Jan,N,N, , 
013901102,13901,FADDEN-MCKEOWN-CHAMBLISS EL,13,BEEVILLE ISD,2,BEE,E,5-Jan,N,N, , 
013901105,13901,HAMPTON-MORENO-DUGAT EARLY CHILDHO,13,BEEVILLE ISD,2,BEE,E,EE - KG,N,N,13901101,R A HALL EL
013902101,13902,PAWNEE EL / J H,13,PAWNEE ISD,2,BEE,E,PK - 08,N,N, , 
013903001,13903,PETTUS SECONDARY,13,PETTUS ISD,2,BEE,B,12-Jun,N,N, , 
013903101,13903,PETTUS EL,13,PETTUS ISD,2,BEE,E,PK - 05,N,N, , 
013905001,13905,SKIDMORE-TYNAN H S,13,SKIDMORE-TYNAN ISD,2,BEE,S,12-Sep,N,N, , 
013905041,13905,SKIDMORE-TYNAN J H,13,SKIDMORE-TYNAN ISD,2,BEE,M,8-Jun,N,N, , 
013905101,13905,SKIDMORE-TYNAN EL,13,SKIDMORE-TYNAN ISD,2,BEE,E,KG - 05,N,N, , 
014801001,14801,RICHARD MILBURN ALTER H S (KILLEEN,14,RICHARD MILBURN ALTER HIGH SCHOOL,20,BELL,S,12-Sep,Y,Y, , 
014801002,14801,RICHARD MILBURN ACADEMY ODESSA,14,RICHARD MILBURN ALTER HIGH SCHOOL,20,BELL,S,12-Sep,Y,Y, , 
014801004,14801,RICHARD MILBURN ACADEMY LUBBOCK,14,RICHARD MILBURN ALTER HIGH SCHOOL,20,BELL,S,12-Sep,Y,Y, , 
014801005,14801,RICHARD MILBURN ACADEMY HOUSTON (S,14,RICHARD MILBURN ALTER HIGH SCHOOL,20,BELL,S,12-Sep,Y,Y, , 
014801006,14801,RICHARD MILBURN ACADEMY FORT WORTH,14,RICHARD MILBURN ALTER HIGH SCHOOL,20,BELL,S,12-Sep,Y,Y, , 
014801007,14801,RICHARD MILBURN ACADEMY CORPUS CHR,14,RICHARD MILBURN ALTER HIGH SCHOOL,20,BELL,S,12-Sep,Y,Y, , 
014801008,14801,RICHARD MILBURN ACADEMY AMARILLO,14,RICHARD MILBURN ALTER HIGH SCHOOL,20,BELL,S,12-Sep,Y,Y, , 
014801009,14801,RICHARD MILBURN ACADEMY PASADENA,14,RICHARD MILBURN ALTER HIGH SCHOOL,20,BELL,S,12-Sep,Y,Y, , 
014801010,14801,RICHARD MILBURN ACADEMY MIDLAND SO,14,RICHARD MILBURN ALTER HIGH SCHOOL,20,BELL,S,12-Sep,Y,Y, , 
014803002,14803,GEORGETOWN CHARTER ACADEMY,14,PRIORITY CHARTER SCHOOLS,12,BELL,E,PK - 08,Y,N, , 
014803003,14803,COVE CHARTER ACADEMY,14,PRIORITY CHARTER SCHOOLS,12,BELL,B,PK - 12,Y,N, , 
014803004,14803,CEDAR PARK CHARTER ACADEMY,14,PRIORITY CHARTER SCHOOLS,12,BELL,B,PK - 11,Y,N, , 
014803101,14803,TEMPLE CHARTER ACADEMY,14,PRIORITY CHARTER SCHOOLS,12,BELL,B,PK - 12,Y,N, , 
014804002,14804,NEW HORIZONS,14,ORENDA CHARTER SCHOOL,12,BELL,B,11-Feb,Y,Y, , 
014804005,14804,GATEWAY TECH H S,14,ORENDA CHARTER SCHOOL,12,BELL,S,12-Sep,Y,Y, , 
014804006,14804,GATEWAY COLLEGE PREPARATORY SCHOOL,14,ORENDA CHARTER SCHOOL,12,BELL,B,KG - 12,Y,N, , 
014804007,14804,NOLAN CREEK SCHOOL,14,ORENDA CHARTER SCHOOL,12,BELL,E,KG - 07,Y,N, , 
014804008,14804,KINGSLAND SCHOOL,14,ORENDA CHARTER SCHOOL,12,BELL,B,KG - 09,Y,N, , 
014901001,14901,ACADEMY H S,14,ACADEMY ISD,12,BELL,S,12-Sep,N,N, , 
014901041,14901,ACADEMY J H,14,ACADEMY ISD,12,BELL,M,8-Jun,N,N, , 
014901101,14901,ACADEMY INT,14,ACADEMY ISD,12,BELL,E,5-Mar,N,N, , 
014901102,14901,ACADEMY EL,14,ACADEMY ISD,12,BELL,E,EE - 02,N,N,14901101,ACADEMY INT
014902001,14902,BARTLETT SCHOOLS,14,BARTLETT ISD,13,BELL,B,PK - 12,N,N, , 
014903001,14903,BELTON H S,14,BELTON ISD,12,BELL,S,12-Sep,N,N, , 
014903005,14903,BELTON NEW TECH H S AT WASKOW,14,BELTON ISD,12,BELL,S,12-Sep,N,N, , 
014903006,14903,BELL CO J J A E P,14,BELTON ISD,12,BELL,S,11-Sep,N,N, , 
014903043,14903,LAKE BELTON MIDDLE,14,BELTON ISD,12,BELL,M,8-Jun,N,N, , 
014903044,14903,SOUTH BELTON MIDDLE,14,BELTON ISD,12,BELL,M,8-Jun,N,N, , 
014903045,14903,NORTH BELTON MIDDLE,14,BELTON ISD,12,BELL,M,8-Jun,N,N, , 
014903102,14903,LEON HEIGHTS EL,14,BELTON ISD,12,BELL,E,KG - 05,N,N, , 
014903103,14903,MILLER HEIGHTS EL,14,BELTON ISD,12,BELL,E,KG - 05,N,N, , 
014903104,14903,SOUTHWEST EL,14,BELTON ISD,12,BELL,E,KG - 05,N,N, , 
014903108,14903,LAKEWOOD EL,14,BELTON ISD,12,BELL,E,KG - 05,N,N, , 
014903109,14903,SPARTA EL,14,BELTON ISD,12,BELL,E,KG - 05,N,N, , 
014903111,14903,JOE M PIRTLE EL,14,BELTON ISD,12,BELL,E,KG - 05,N,N, , 
014903116,14903,TARVER EL,14,BELTON ISD,12,BELL,E,KG - 05,N,N, , 
014903117,14903,HIGH POINT EL,14,BELTON ISD,12,BELL,E,KG - 05,N,N, , 
014903118,14903,CHISHOLM TRAIL EL,14,BELTON ISD,12,BELL,E,KG - 05,N,N, , 
014903119,14903,BELTON EARLY CHILDHOOD SCHOOL,14,BELTON ISD,12,BELL,E,EE - PK,N,N,14903000,BELTON ISD
014903120,14903,CHARTER OAK EL,14,BELTON ISD,12,BELL,E,KG - 05,N,N, , 
014905001,14905,HOLLAND H S,14,HOLLAND ISD,12,BELL,S,12-Sep,N,N, , 
014905041,14905,HOLLAND MIDDLE,14,HOLLAND ISD,12,BELL,M,8-Jun,N,N, , 
014905101,14905,HOLLAND EL,14,HOLLAND ISD,12,BELL,E,PK - 05,N,N, , 
014906001,14906,KILLEEN H S,14,KILLEEN ISD,12,BELL,S,12-Sep,N,N, , 
014906002,14906,C E ELLISON H S,14,KILLEEN ISD,12,BELL,S,12-Sep,N,N, , 
014906004,14906,GATEWAY H S,14,KILLEEN ISD,12,BELL,S,12-Sep,N,N, , 
014906006,14906,PATHWAYS ACADEMIC CAMPUS,14,KILLEEN ISD,12,BELL,S,12-Sep,N,Y, , 
014906007,14906,HARKER HEIGHTS H S,14,KILLEEN ISD,12,BELL,S,12-Sep,N,N, , 
014906008,14906,ROBERT M SHOEMAKER H S,14,KILLEEN ISD,12,BELL,S,12-Sep,N,N, , 
014906009,14906,GATEWAY MIDDLE,14,KILLEEN ISD,12,BELL,M,8-Jun,N,N, , 
014906013,14906,KILLEEN ISD EARLY COLLEGE H S,14,KILLEEN ISD,12,BELL,S,12-Sep,N,N, , 
014906022,14906,ADVENTHEALTH SCHOOL,14,KILLEEN ISD,12,BELL,B,12-Jan,N,Y, , 
014906026,14906,KILLEEN JJAEP,14,KILLEEN ISD,12,BELL,M,9-Aug,N,N, , 
014906042,14906,NOLAN MIDDLE,14,KILLEEN ISD,12,BELL,M,8-Jun,N,N, , 
014906043,14906,RANCIER MIDDLE,14,KILLEEN ISD,12,BELL,M,8-Jun,N,N, , 
014906044,14906,MANOR MIDDLE,14,KILLEEN ISD,12,BELL,M,8-Jun,N,N, , 
014906046,14906,EASTERN HILLS MIDDLE,14,KILLEEN ISD,12,BELL,M,8-Jun,N,N, , 
014906048,14906,PALO ALTO MIDDLE,14,KILLEEN ISD,12,BELL,M,8-Jun,N,N, , 
014906049,14906,LIBERTY HILL MIDDLE,14,KILLEEN ISD,12,BELL,M,8-Jun,N,N, , 
014906050,14906,LIVE OAK RIDGE MIDDLE,14,KILLEEN ISD,12,BELL,M,8-Jun,N,N, , 
014906051,14906,UNION GROVE MIDDLE,14,KILLEEN ISD,12,BELL,M,8-Jun,N,N, , 
014906052,14906,AUDIE MURPHY MIDDLE,14,KILLEEN ISD,12,BELL,M,8-Jun,N,N, , 
014906053,14906,CHARLES E PATTERSON MIDDLE,14,KILLEEN ISD,12,BELL,M,8-Jun,N,N, , 
014906054,14906,ROY J SMITH MIDDLE,14,KILLEEN ISD,12,BELL,M,8-Jun,N,N, , 
014906100,14906,EL ALTER LEARNING CENTER,14,KILLEEN ISD,12,BELL,E,5-Jan,N,N, , 
014906102,14906,CLIFTON PARK EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906105,14906,HARKER HEIGHTS EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
