Region Code,TEA Region,County Number,County Name,ethnicity,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
1,Edinburg,31,CAMERON,Hispanic,6693,6205,0.93,5026,0.75,1216,0.18,5228,0.78,1697,0.25,1906,0.28,3603,0.54,142,0.02,1296,0.19
1,Edinburg,31,CAMERON,White,299,274,0.92,248,0.83,29,0.10,239,0.80,116,0.39,82,0.27,198,0.66,20,0.07,95,0.32
1,Edinburg,31,CAMERON,Others,47,47,1.00,47,1.00, -   ,0.00,39,0.83,30,0.64,3,0.06,33,0.70,4,0.09,20,0.43
1,Edinburg,31,CAMERON,Other Ethnicities,26,23,0.88,19,0.73,4,0.15,18,0.69,11,0.42,4,0.15,15,0.58,1,0.04,6,0.23
1,Edinburg,108,HIDALGO,African American,35,31,0.89,30,0.86,3,0.09,27,0.77,12,0.34,13,0.37,25,0.71,2,0.06,12,0.34
1,Edinburg,108,HIDALGO,Hispanic,12773,12078,0.95,9815,0.77,2046,0.16,10145,0.79,3069,0.24,3758,0.29,6827,0.53,220,0.02,2787,0.22
1,Edinburg,108,HIDALGO,White,319,301,0.94,262,0.82,32,0.10,256,0.80,133,0.42,70,0.22,203,0.64,6,0.02,116,0.36
1,Edinburg,108,HIDALGO,Others,73,65,0.89,64,0.88,3,0.04,65,0.89,36,0.49,6,0.08,42,0.58, -   ,0.00,25,0.34
1,Edinburg,124,JIM HOGG,All Ethnicities,75,66,0.88,58,0.77,11,0.15,56,0.75,13,0.17,20,0.27,33,0.44, -   ,0.00,10,0.13
1,Edinburg,214,STARR,All Ethnicities,1225,1173,0.96,1029,0.84,121,0.10,982,0.80,267,0.22,417,0.34,684,0.56,21,0.02,320,0.26
1,Edinburg,240,WEBB,Hispanic,4481,4238,0.95,3691,0.82,462,0.10,3573,0.80,895,0.20,1907,0.43,2802,0.63,93,0.02,1104,0.25
1,Edinburg,240,WEBB,White,60,57,0.95,54,0.90,2,0.03,51,0.85,21,0.35,25,0.42,46,0.77,2,0.03,22,0.37
1,Edinburg,240,WEBB,Other Ethnicities,20,13,0.65,12,0.60,1,0.05,11,0.55,4,0.20,5,0.25,9,0.45,1,0.05,6,0.30
1,Edinburg,245,WILLACY,Hispanic,325,312,0.96,282,0.87,23,0.07,275,0.85,71,0.22,117,0.36,188,0.58,3,0.01,59,0.18
1,Edinburg,245,WILLACY,White,11,11,1.00,10,0.91, -   ,0.00,9,0.82,6,0.55,3,0.27,9,0.82,1,0.09,5,0.45
1,Edinburg,253,ZAPATA,All Ethnicities,206,198,0.96,186,0.90,7,0.03,175,0.85,50,0.24,55,0.27,105,0.51, -   ,0.00,43,0.21
2,Corpus Christi,4,ARANSAS,Hispanic,78,72,0.92,64,0.82,8,0.10,53,0.68,9,0.12,12,0.15,21,0.27,2,0.03,9,0.12
2,Corpus Christi,4,ARANSAS,White,160,150,0.94,136,0.85,11,0.07,119,0.74,38,0.24,35,0.22,73,0.46,3,0.02,25,0.16
2,Corpus Christi,4,ARANSAS,Other Ethnicities,13,13,1.00,12,0.92, -   ,0.00,11,0.85,6,0.46,2,0.15,8,0.62, -   ,0.00,7,0.54
2,Corpus Christi,13,BEE,African American,16,15,0.94,12,0.75,2,0.13,12,0.75, -   ,0.00,9,0.56,9,0.56, -   ,0.00,3,0.19
2,Corpus Christi,13,BEE,Hispanic,264,255,0.97,187,0.71,66,0.25,212,0.80,32,0.12,105,0.40,137,0.52,5,0.02,56,0.21
2,Corpus Christi,13,BEE,White,108,103,0.95,87,0.81,16,0.15,89,0.82,25,0.23,40,0.37,65,0.60,1,0.01,34,0.31
2,Corpus Christi,24,BROOKS,All Ethnicities,109,104,0.95,92,0.84,11,0.10,85,0.78,28,0.26,19,0.17,47,0.43,1,0.01,14,0.13
2,Corpus Christi,66,DUVAL,Hispanic,182,171,0.94,161,0.88,14,0.08,145,0.80,42,0.23,51,0.28,93,0.51,4,0.02,37,0.20
