Region Code,TEA Region,County Number,County Name,ethnicity,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
1,Edinburg,31,CAMERON,African American,19,18,0.95,13,0.68,3,0.16,13,0.68,6,0.32,2,0.11,8,0.42, -   ,0.00,2,0.11
1,Edinburg,31,CAMERON,Hispanic,6578,6215,0.94,4814,0.73,1327,0.20,5072,0.77,1382,0.21,2228,0.34,3610,0.55,153,0.02,1191,0.18
1,Edinburg,31,CAMERON,White,341,326,0.96,289,0.85,31,0.09,281,0.82,142,0.42,98,0.29,240,0.70,16,0.05,113,0.33
1,Edinburg,31,CAMERON,Others,52,49,0.94,46,0.88, -   ,0.00,43,0.83,26,0.50,6,0.12,32,0.62,3,0.06,25,0.48
1,Edinburg,108,HIDALGO,African American,33,32,0.97,28,0.85,2,0.06,23,0.70,15,0.45,8,0.24,23,0.70,2,0.06,8,0.24
1,Edinburg,108,HIDALGO,Hispanic,12811,12173,0.95,9552,0.75,2305,0.18,9875,0.77,3003,0.23,3953,0.31,6956,0.54,289,0.02,2722,0.21
1,Edinburg,108,HIDALGO,White,378,351,0.93,309,0.82,37,0.10,309,0.82,164,0.43,88,0.23,252,0.67,10,0.03,131,0.35
1,Edinburg,108,HIDALGO,Others,69,63,0.91,55,0.80,7,0.10,58,0.84,30,0.43,12,0.17,42,0.61,2,0.03,28,0.41
1,Edinburg,124,JIM HOGG,All Ethnicities,86,83,0.97,74,0.86,10,0.12,71,0.83,25,0.29,29,0.34,54,0.63,1,0.01,18,0.21
1,Edinburg,214,STARR,Hispanic,1229,1163,0.95,948,0.77,183,0.15,948,0.77,227,0.18,466,0.38,693,0.56,22,0.02,333,0.27
1,Edinburg,214,STARR,Other Ethnicities,8,8,1.00,8,1.00, -   ,0.00,7,0.88,4,0.50,2,0.25,6,0.75,1,0.13,4,0.50
1,Edinburg,240,WEBB,Hispanic,4323,4098,0.95,3692,0.85,338,0.08,3345,0.77,836,0.19,1931,0.45,2767,0.64,175,0.04,1041,0.24
1,Edinburg,240,WEBB,White,50,44,0.88,42,0.84, -   ,0.00,32,0.64,21,0.42,14,0.28,35,0.70,8,0.16,24,0.48
1,Edinburg,240,WEBB,Other Ethnicities,26,23,0.88,19,0.73,2,0.08,15,0.58,15,0.58,1,0.04,16,0.62,4,0.15,9,0.35
1,Edinburg,245,WILLACY,Hispanic,316,295,0.93,250,0.79,42,0.13,252,0.80,59,0.19,106,0.34,165,0.52,2,0.01,50,0.16
1,Edinburg,245,WILLACY,Other Ethnicities,15,15,1.00,13,0.87, -   ,0.00,14,0.93,2,0.13,6,0.40,8,0.53,1,0.07,3,0.20
1,Edinburg,253,ZAPATA,All Ethnicities,247,243,0.98,224,0.91,13,0.05,211,0.85,63,0.26,72,0.29,135,0.55,3,0.01,52,0.21
2,Corpus Christi,4,ARANSAS,Hispanic,111,100,0.90,82,0.74,10,0.09,70,0.63,16,0.14,18,0.16,34,0.31,3,0.03,13,0.12
2,Corpus Christi,4,ARANSAS,White,146,135,0.92,124,0.85,5,0.03,107,0.73,42,0.29,29,0.20,71,0.49,2,0.01,32,0.22
2,Corpus Christi,4,ARANSAS,Other Ethnicities,16,16,1.00,16,1.00, -   ,0.00,13,0.81,6,0.38,5,0.31,11,0.69, -   ,0.00,4,0.25
